pageID,has_image,has_text,count_of_image,img_layout,error
gzfh_ld_79,Y,Y,1,sgl,
gzfh_ld_80,N,Y,0,NA,
gzfh_ld_81,Y,Y,1,sgl,
gzfh_ld_82,N,Y,0,NA,
gzfh_ld_83,Y,Y,1,sgl,
gzfh_ld_84,N,Y,0,NA,
gzfh_ld_85,Y,Y,1,sgl,
gzfh_ld_86,N,Y,0,NA,
gzfh_ld_87,Y,Y,1,sgl,
gzfh_ld_88,N,Y,0,NA,
gzfh_ld_89,Y,Y,1,sgl,
gzfh_ld_90,N,Y,0,NA,
gzfh_ld_91,Y,Y,1,sgl,
gzfh_ld_92,N,Y,0,NA,
gzfh_ld_93,Y,Y,1,sgl,
gzfh_ld_94,N,Y,0,NA,
gzfh_ld_95,Y,Y,1,sgl,
gzfh_ld_96,N,Y,0,NA,
gzfh_ld_97,Y,Y,1,sgl,
gzfh_ld_98,N,Y,0,NA,
gzfh_ld_99,Y,Y,1,sgl,
gzfh_ld_100,N,Y,0,NA,
gzfh_ld_101,Y,Y,1,sgl,
gzfh_ld_102,N,Y,0,NA,
gzfh_ld_103,Y,Y,1,sgl,
gzfh_ld_104,N,Y,0,NA,
gzfh_ld_105,Y,Y,1,sgl,
gzfh_ld_106,N,Y,0,NA,
gzfh_ld_107,Y,Y,1,sgl,
gzfh_ld_108,N,Y,0,NA,
gzfh_ld_109,Y,Y,1,sgl,
gzfh_ld_110,Y,Y,1,sgl,
gzfh_ld_111,Y,Y,1,sgl,
gzfh_ld_112,N,Y,0,NA,
gzfh_ld_113,Y,Y,1,sgl,
gzfh_ld_114,N,Y,0,NA,
gzfh_ld_115,Y,Y,1,sgl,
gzfh_ld_116,N,Y,0,NA,
gzfh_ld_117,Y,Y,1,sgl,
gzfh_ld_118,N,Y,0,NA,
gzfh_ld_119,Y,Y,1,sgl,
gzfh_ld_120,Y,Y,1,sgl,
gzfh_ld_121,Y,Y,1,sgl,
gzfh_ld_122,N,Y,0,NA,
gzfh_ld_123,Y,Y,1,sgl,
gzfh_ld_124,N,Y,0,NA,
gzfh_ld_125,Y,Y,1,sgl,
gzfh_ld_126,N,Y,0,NA,
gzfh_ld_127,Y,Y,1,sgl,
gzfh_ld_128,N,Y,0,NA,
gzfh_ld_129,Y,Y,1,sgl,
gzfh_ld_130,N,Y,0,NA,
gzfh_ld_131,Y,Y,1,sgl,
gzfh_ld_132,N,Y,0,NA,
gzfh_ld_133,Y,Y,1,sgl,
gzfh_ld_134,N,Y,0,NA,
gzfh_ld_135,Y,Y,1,sgl,
gzfh_ld_136,N,Y,0,NA,
gzfh_ld_137,Y,Y,1,sgl,
gzfh_ld_138,N,Y,0,NA,
gzfh_ld_139,Y,Y,1,sgl,
gzfh_ld_140,Y,Y,1,sgl,
gzfh_ld_141,Y,Y,1,sgl,
gzfh_ld_142,N,Y,0,NA,
gzfh_ld_143,Y,Y,1,sgl,
gzfh_ld_144,N,Y,0,NA,
gzfh_ld_145,Y,Y,1,sgl,
gzfh_ld_146,N,Y,0,NA,
gzfh_ld_147,Y,Y,1,sgl,
gzfh_ld_148,N,Y,0,NA,
gzfh_ld_149,Y,Y,1,sgl,
gzfh_ld_150,N,Y,0,NA,
gzfh_ld_151,Y,Y,1,sgl,
gzfh_ld_152,N,Y,0,NA,
gzfh_ld_153,Y,Y,1,sgl,
gzfh_ld_154,N,Y,0,NA,
gzfh_ld_155,Y,Y,1,sgl,
gzfh_ld_156,N,Y,0,NA,
gzfh_ld_157,Y,Y,1,sgl,
gzfh_ld_158,Y,Y,1,sgl,
gzfh_ld_159,Y,Y,1,sgl,
gzfh_ld_160,N,Y,0,NA,
gzfh_ld_161,Y,Y,1,sgl,
gzfh_ld_162,N,Y,0,NA,
gzfh_ld_163,Y,Y,1,sgl,
gzfh_ld_164,N,Y,0,NA,
gzfh_ld_165,Y,Y,1,sgl,
gzfh_ld_166,N,Y,0,NA,
gzfh_ld_167,Y,Y,1,sgl,
gzfh_ld_168,N,Y,0,NA,
gzfh_ld_169,Y,Y,1,sgl,
gzfh_ld_170,N,Y,0,NA,
gzfh_ld_171,Y,Y,1,sgl,
gzfh_ld_172,N,Y,0,NA,
gzfh_ld_173,Y,Y,1,sgl,
gzfh_ld_174,N,Y,0,NA,
gzfh_ld_175,Y,Y,1,sgl,
gzfh_ld_176,N,Y,0,NA,
gzfh_ld_177,Y,Y,1,sgl,
gzfh_ld_178,N,Y,0,NA,
gzfh_ld_179,Y,Y,1,sgl,
gzfh_ld_180,N,Y,0,NA,
gzfh_ld_181,Y,Y,1,sgl,
gzfh_ld_182,Y,Y,1,sgl,
gzfh_ld_183,Y,Y,1,sgl,
gzfh_ld_184,N,Y,0,NA,
gzfh_ld_185,Y,Y,1,sgl,
gzfh_ld_186,N,Y,0,NA,
gzfh_ld_187,Y,Y,1,sgl,
gzfh_ld_188,N,Y,0,NA,
gzfh_ld_189,Y,Y,1,sgl,
gzfh_ld_190,N,Y,0,NA,
gzfh_ld_191,Y,Y,1,sgl,
gzfh_ld_192,N,Y,0,NA,
gzfh_ld_193,Y,Y,1,sgl,
gzfh_ld_194,N,Y,0,NA,
gzfh_ld_195,N,Y,0,NA,
gzfh_ld_196,N,Y,0,NA,
gzfh_ld_197,N,Y,0,NA,
gzfh_ld_198,N,Y,0,NA,
