pageID,has_image,has_text,count_of_image,img_layout,error
wbz_mg_134,Y,Y,1,sgl,
wbz_mg_135,Y,Y,1,sgl,
wbz_mg_136,N,N,0,NA,
wbz_mg_137,N,N,0,NA,
wbz_mg_138,N,N,0,NA,
wbz_mg_139,N,N,0,NA,
wbz_mg_140,N,Y,0,NA,
wbz_mg_141,N,N,0,NA,
wbz_mg_142,N,N,0,NA,
wbz_mg_143,N,N,0,NA,
wbz_mg_144,N,Y,0,NA,
wbz_mg_145,N,Y,0,NA,
wbz_mg_146,N,Y,0,NA,
wbz_mg_147,N,Y,0,NA,
wbz_mg_148,N,Y,0,NA,
wbz_mg_149,N,Y,0,NA,
wbz_mg_150,N,Y,0,NA,
wbz_mg_151,N,Y,0,NA,
wbz_mg_152,N,Y,0,NA,
wbz_mg_153,N,Y,0,NA,
wbz_mg_154,Y,Y,1,sgl,
wbz_mg_155,Y,Y,1,sgl,
wbz_mg_156,Y,Y,1,sgl,
wbz_mg_157,Y,Y,1,sgl,
wbz_mg_158,Y,Y,1,sgl,
wbz_mg_159,Y,Y,1,sgl,
wbz_mg_160,Y,Y,1,sgl,
wbz_mg_161,Y,Y,1,sgl,
wbz_mg_162,Y,Y,1,sgl,
wbz_mg_163,Y,Y,1,sgl,
wbz_mg_164,Y,Y,1,sgl,
wbz_mg_165,Y,Y,1,sgl,
wbz_mg_166,Y,Y,1,sgl,
wbz_mg_167,Y,Y,1,sgl,
wbz_mg_168,Y,Y,1,sgl,
wbz_mg_169,Y,Y,1,sgl,
wbz_mg_170,Y,Y,1,sgl,
wbz_mg_171,Y,Y,1,sgl,
wbz_mg_172,Y,Y,1,sgl,
wbz_mg_173,Y,Y,1,sgl,
wbz_mg_174,Y,Y,1,sgl,
wbz_mg_175,Y,Y,1,sgl,
wbz_mg_176,Y,Y,1,sgl,
wbz_mg_177,Y,Y,1,sgl,
wbz_mg_178,N,Y,0,NA,
wbz_mg_179,N,Y,0,NA,
wbz_mg_180,Y,Y,1,sgl,
wbz_mg_181,N,Y,0,NA,
wbz_mg_182,N,Y,0,NA,
wbz_mg_183,N,Y,0,NA,
wbz_mg_184,Y,Y,1,sgl,
wbz_mg_185,Y,Y,1,sgl,
wbz_mg_186,Y,Y,1,sgl,
wbz_mg_187,Y,Y,1,sgl,
wbz_mg_188,Y,Y,1,sgl,
wbz_mg_189,Y,Y,1,sgl,
wbz_mg_190,Y,Y,1,sgl,
wbz_mg_191,N,Y,0,NA,
wbz_mg_192,N,Y,0,NA,
wbz_mg_193,N,Y,0,NA,
wbz_mg_194,Y,Y,1,sgl,
wbz_mg_195,Y,Y,1,sgl,
wbz_mg_196,Y,Y,1,sgl,
wbz_mg_197,Y,Y,1,sgl,
wbz_mg_198,Y,Y,1,sgl,
wbz_mg_199,Y,Y,1,sgl,
wbz_mg_200,Y,Y,1,sgl,
wbz_mg_201,Y,Y,1,sgl,
wbz_mg_202,N,Y,0,NA,
wbz_mg_203,N,Y,0,NA,
wbz_mg_204,N,Y,0,NA,
wbz_mg_205,N,Y,0,NA,
wbz_mg_206,Y,Y,1,sgl,
wbz_mg_207,Y,Y,1,sgl,
wbz_mg_208,Y,Y,1,sgl,
wbz_mg_209,Y,Y,1,sgl,
wbz_mg_210,Y,Y,1,sgl,
wbz_mg_211,Y,Y,1,sgl,
wbz_mg_212,N,Y,0,NA,
wbz_mg_213,N,Y,0,NA,
wbz_mg_214,N,Y,0,NA,
wbz_mg_215,N,Y,0,NA,
wbz_mg_216,N,Y,0,NA,
wbz_mg_217,N,Y,0,NA,
wbz_mg_218,N,Y,0,NA,
wbz_mg_219,Y,Y,1,sgl,
wbz_mg_220,Y,Y,1,sgl,
wbz_mg_221,N,Y,0,NA,
wbz_mg_222,N,Y,0,NA,
wbz_mg_223,Y,Y,1,sgl,
wbz_mg_224,Y,Y,1,sgl,
wbz_mg_225,N,Y,0,NA,
wbz_mg_226,N,Y,0,NA,
wbz_mg_227,Y,Y,1,sgl,
wbz_mg_228,Y,Y,1,sgl,
wbz_mg_229,N,Y,0,NA,
wbz_mg_230,N,Y,0,NA,
wbz_mg_231,Y,Y,1,sgl,
wbz_mg_232,Y,Y,1,sgl,
wbz_mg_233,N,Y,0,NA,
wbz_mg_234,N,Y,0,NA,
wbz_mg_235,Y,Y,1,sgl,
wbz_mg_236,Y,Y,1,sgl,
wbz_mg_237,N,Y,0,NA,
wbz_mg_238,N,Y,0,NA,
wbz_mg_239,N,Y,0,NA,
wbz_mg_240,N,Y,0,NA,
wbz_mg_241,N,Y,0,NA,
wbz_mg_242,N,Y,0,NA,
wbz_mg_243,N,Y,0,NA,
wbz_mg_244,N,Y,0,NA,
wbz_mg_245,N,Y,0,NA,
wbz_mg_246,N,Y,0,NA,
wbz_mg_247,N,Y,0,NA,
wbz_mg_248,N,Y,0,NA,
wbz_mg_249,N,Y,0,NA,
wbz_mg_250,N,Y,0,NA,
wbz_mg_251,N,Y,0,NA,
wbz_mg_252,N,Y,0,NA,
wbz_mg_253,N,Y,0,NA,
wbz_mg_254,N,Y,0,NA,
wbz_mg_255,N,Y,0,NA,
wbz_mg_256,N,Y,0,NA,
wbz_mg_257,N,Y,0,NA,
wbz_mg_258,N,Y,0,NA,
wbz_mg_259,N,Y,0,NA,
wbz_mg_260,N,Y,0,NA,
wbz_mg_261,N,Y,0,NA,
wbz_mg_262,N,Y,0,NA,
wbz_mg_263,N,Y,0,NA,
wbz_mg_264,N,Y,0,NA,
wbz_mg_265,N,Y,0,NA,
wbz_mg_266,N,N,0,NA,
wbz_mg_267,N,N,0,NA,
wbz_mg_268,N,N,0,NA,
wbz_mg_269,N,N,0,NA,
wbz_mg_270,N,Y,0,NA,
wbz_mg_271,N,N,0,NA,
wbz_mg_272,N,Y,0,NA,
wbz_mg_273,N,N,0,NA,
wbz_mg_274,N,Y,0,NA,
wbz_mg_275,Y,Y,3,td,
wbz_mg_276,Y,Y,1,sgl,
wbz_mg_277,Y,Y,1,sgl,
wbz_mg_278,Y,Y,1,sgl,
wbz_mg_279,Y,Y,1,sgl,
wbz_mg_280,Y,Y,1,sgl,
wbz_mg_281,Y,Y,1,sgl,
wbz_mg_282,Y,Y,1,sgl,
wbz_mg_283,Y,Y,1,sgl,
wbz_mg_284,Y,Y,1,sgl,
wbz_mg_285,Y,Y,1,sgl,
wbz_mg_286,Y,Y,1,sgl,
wbz_mg_287,Y,Y,1,sgl,
wbz_mg_288,Y,Y,1,sgl,
wbz_mg_289,Y,Y,1,sgl,
wbz_mg_290,Y,Y,1,sgl,
wbz_mg_291,Y,Y,1,sgl,
wbz_mg_292,Y,Y,1,sgl,
wbz_mg_293,Y,Y,1,sgl,
wbz_mg_294,Y,Y,1,sgl,
wbz_mg_295,Y,Y,1,sgl,
wbz_mg_296,Y,Y,1,sgl,
wbz_mg_297,Y,Y,1,sgl,
wbz_mg_298,Y,Y,1,sgl,
wbz_mg_299,Y,Y,1,sgl,
wbz_mg_300,Y,Y,1,sgl,
wbz_mg_301,Y,Y,1,sgl,
wbz_mg_302,Y,Y,1,sgl,
wbz_mg_303,Y,Y,1,sgl,
wbz_mg_304,Y,Y,1,sgl,
wbz_mg_305,Y,Y,1,sgl,
wbz_mg_306,Y,Y,1,sgl,
wbz_mg_307,Y,Y,1,sgl,
wbz_mg_308,Y,Y,1,sgl,
wbz_mg_309,Y,Y,1,sgl,
wbz_mg_310,Y,Y,1,sgl,
wbz_mg_311,Y,Y,1,sgl,
wbz_mg_312,Y,Y,1,sgl,
wbz_mg_313,Y,Y,1,sgl,
wbz_mg_314,Y,Y,1,sgl,
wbz_mg_315,Y,Y,1,sgl,
wbz_mg_316,Y,Y,1,sgl,
wbz_mg_317,Y,Y,1,sgl,
wbz_mg_318,Y,Y,1,sgl,
wbz_mg_319,Y,Y,1,sgl,
wbz_mg_320,Y,Y,1,sgl,
wbz_mg_321,Y,Y,1,sgl,
wbz_mg_322,Y,Y,1,sgl,
wbz_mg_323,Y,Y,1,sgl,
wbz_mg_324,Y,Y,1,sgl,
wbz_mg_325,Y,Y,1,sgl,
wbz_mg_326,Y,Y,1,sgl,
wbz_mg_327,Y,Y,1,sgl,
wbz_mg_328,Y,Y,1,sgl,
wbz_mg_329,Y,Y,1,sgl,
wbz_mg_330,Y,Y,1,sgl,
wbz_mg_331,Y,Y,1,sgl,
wbz_mg_332,N,Y,0,NA,
wbz_mg_333,N,Y,0,NA,
wbz_mg_334,N,Y,0,NA,
wbz_mg_335,N,Y,0,NA,
wbz_mg_336,N,Y,0,NA,
wbz_mg_337,N,Y,0,NA,
wbz_mg_338,N,Y,0,NA,
wbz_mg_339,N,Y,0,NA,
wbz_mg_340,N,Y,0,NA,
wbz_mg_341,N,Y,0,NA,
wbz_mg_342,N,Y,0,NA,
wbz_mg_343,N,Y,0,NA,
wbz_mg_344,N,Y,0,NA,
wbz_mg_345,N,Y,0,NA,
wbz_mg_346,N,Y,0,NA,
wbz_mg_347,N,Y,0,NA,
wbz_mg_348,N,Y,0,NA,
wbz_mg_349,N,Y,0,NA,
wbz_mg_350,N,Y,0,NA,
wbz_mg_351,N,Y,0,NA,
wbz_mg_352,N,Y,0,NA,
wbz_mg_353,N,Y,0,NA,
wbz_mg_354,N,Y,0,NA,
wbz_mg_355,N,Y,0,NA,
wbz_mg_356,N,Y,0,NA,
wbz_mg_357,N,Y,0,NA,
wbz_mg_358,N,Y,0,NA,
wbz_mg_359,N,Y,0,NA,
wbz_mg_360,N,Y,0,NA,
wbz_mg_361,N,Y,0,NA,
wbz_mg_362,N,Y,0,NA,
wbz_mg_363,N,Y,0,NA,
wbz_mg_364,N,Y,0,NA,
wbz_mg_365,N,Y,0,NA,
wbz_mg_366,N,N,0,NA,
wbz_mg_367,N,N,0,NA,
wbz_mg_368,N,N,0,NA,
wbz_mg_369,N,N,0,NA,
wbz_mg_370,N,Y,0,NA,
wbz_mg_371,N,N,0,NA,
wbz_mg_372,N,Y,0,NA,
wbz_mg_373,N,N,0,NA,
wbz_mg_374,N,Y,0,NA,
wbz_mg_375,N,Y,0,NA,
wbz_mg_376,N,Y,0,NA,
wbz_mg_377,Y,Y,1,sgl,
wbz_mg_378,N,Y,0,NA,
wbz_mg_379,Y,Y,1,sgl,
wbz_mg_380,Y,Y,1,sgl,
wbz_mg_381,N,Y,0,NA,
wbz_mg_382,N,Y,0,NA,
wbz_mg_383,N,Y,0,NA,
wbz_mg_384,N,Y,0,NA,
wbz_mg_385,N,Y,0,NA,
wbz_mg_386,N,Y,0,NA,
wbz_mg_387,N,Y,0,NA,
wbz_mg_388,N,Y,0,NA,
wbz_mg_389,N,Y,0,NA,
wbz_mg_390,N,Y,0,NA,
wbz_mg_391,N,Y,0,NA,
wbz_mg_392,N,Y,0,NA,
wbz_mg_393,N,Y,0,NA,
wbz_mg_394,N,Y,0,NA,
wbz_mg_395,N,Y,0,NA,
wbz_mg_396,N,Y,0,NA,
wbz_mg_397,N,Y,0,NA,
wbz_mg_398,N,Y,0,NA,
wbz_mg_399,N,Y,0,NA,
wbz_mg_400,N,Y,0,NA,
wbz_mg_401,N,Y,0,NA,
wbz_mg_402,N,Y,0,NA,
wbz_mg_403,N,Y,0,NA,
wbz_mg_404,N,Y,0,NA,
wbz_mg_405,N,Y,0,NA,
wbz_mg_406,N,Y,0,NA,
wbz_mg_407,N,Y,0,NA,
wbz_mg_408,Y,Y,1,sgl,
wbz_mg_409,Y,Y,1,sgl,
wbz_mg_410,Y,Y,1,sgl,
wbz_mg_411,Y,Y,1,sgl,
wbz_mg_412,Y,Y,1,sgl,
wbz_mg_413,Y,Y,1,sgl,
wbz_mg_414,N,N,0,NA,
wbz_mg_415,N,Y,0,NA,
wbz_mg_416,Y,Y,1,sgl,
wbz_mg_417,Y,Y,1,sgl,
wbz_mg_418,Y,Y,1,sgl,
wbz_mg_419,Y,Y,1,sgl,
wbz_mg_420,Y,Y,1,sgl,
wbz_mg_421,Y,Y,1,sgl,
wbz_mg_422,N,Y,0,NA,
wbz_mg_423,N,Y,0,NA,
wbz_mg_424,N,Y,0,NA,
wbz_mg_425,Y,Y,2,lr,
wbz_mg_426,Y,Y,2,lr,
wbz_mg_427,Y,Y,1,sgl,
wbz_mg_428,Y,Y,2,lr,
wbz_mg_429,Y,Y,1,sgl,
wbz_mg_430,Y,Y,1,sgl,
wbz_mg_431,Y,Y,2,lr,
wbz_mg_432,Y,Y,1,sgl,
wbz_mg_433,Y,Y,2,lr,
wbz_mg_434,Y,Y,1,sgl,
wbz_mg_435,Y,Y,1,sgl,
wbz_mg_436,Y,Y,1,sgl,
wbz_mg_437,Y,Y,2,lr,
wbz_mg_438,Y,Y,2,lr,
wbz_mg_439,Y,Y,1,sgl,
wbz_mg_440,Y,Y,2,lr,
wbz_mg_441,Y,Y,1,sgl,
wbz_mg_442,N,Y,0,NA,
wbz_mg_443,N,Y,0,NA,
wbz_mg_444,N,Y,0,NA,
wbz_mg_445,N,Y,0,NA,
wbz_mg_446,N,Y,0,NA,
wbz_mg_447,N,Y,0,NA,
wbz_mg_448,N,Y,0,NA,
wbz_mg_449,N,Y,0,NA,
wbz_mg_450,N,Y,0,NA,
wbz_mg_451,N,Y,0,NA,
wbz_mg_452,N,Y,0,NA,
wbz_mg_453,N,Y,0,NA,
wbz_mg_454,N,Y,0,NA,
wbz_mg_455,N,Y,0,NA,
wbz_mg_456,N,Y,0,NA,
wbz_mg_457,N,Y,0,NA,
wbz_mg_458,N,Y,0,NA,
wbz_mg_459,N,Y,0,NA,
wbz_mg_460,N,Y,0,NA,
wbz_mg_461,N,Y,0,NA,
wbz_mg_462,N,Y,0,NA,
wbz_mg_463,N,Y,0,NA,
wbz_mg_464,N,Y,0,NA,
wbz_mg_465,N,Y,0,NA,
wbz_mg_466,N,Y,0,NA,
wbz_mg_467,N,Y,0,NA,
wbz_mg_468,N,Y,0,NA,
wbz_mg_469,N,Y,0,NA,
wbz_mg_470,N,Y,0,NA,
wbz_mg_471,N,Y,0,NA,
wbz_mg_472,N,Y,0,NA,
wbz_mg_473,N,Y,0,NA,
wbz_mg_474,N,Y,0,NA,
wbz_mg_475,N,Y,0,NA,
wbz_mg_476,N,Y,0,NA,
wbz_mg_477,N,Y,0,NA,
wbz_mg_478,N,Y,0,NA,
wbz_mg_479,N,Y,0,NA,
wbz_mg_480,N,Y,0,NA,
wbz_mg_481,N,Y,0,NA,
wbz_mg_482,N,Y,0,NA,
wbz_mg_483,N,Y,0,NA,
wbz_mg_484,N,Y,0,NA,
wbz_mg_485,N,Y,0,NA,
wbz_mg_486,N,Y,0,NA,
wbz_mg_487,N,Y,0,NA,
wbz_mg_488,N,Y,0,NA,
wbz_mg_489,N,Y,0,NA,
wbz_mg_490,N,Y,0,NA,
wbz_mg_491,N,Y,0,NA,
wbz_mg_492,N,Y,0,NA,
wbz_mg_493,N,Y,0,NA,
wbz_mg_494,N,Y,0,NA,
wbz_mg_495,N,Y,0,NA,
wbz_mg_496,N,Y,0,NA,
wbz_mg_497,N,Y,0,NA,
wbz_mg_498,N,Y,0,NA,
wbz_mg_499,Y,Y,1,sgl,
wbz_mg_500,Y,Y,1,sgl,
wbz_mg_501,Y,Y,1,sgl,
wbz_mg_502,Y,Y,1,sgl,
wbz_mg_503,N,Y,0,NA,
wbz_mg_504,N,Y,0,NA,
wbz_mg_505,Y,Y,1,sgl,
wbz_mg_506,Y,Y,1,sgl,
wbz_mg_507,N,Y,0,NA,
wbz_mg_508,N,Y,0,NA,
wbz_mg_509,N,Y,0,NA,
wbz_mg_510,N,Y,0,NA,
wbz_mg_511,Y,Y,1,sgl,
wbz_mg_512,N,Y,0,NA,
wbz_mg_513,N,Y,0,NA,
wbz_mg_514,N,Y,0,NA,
wbz_mg_515,N,Y,0,NA,
wbz_mg_516,Y,Y,1,sgl,
wbz_mg_517,Y,Y,1,sgl,
wbz_mg_518,N,Y,0,NA,
wbz_mg_519,N,Y,0,NA,
wbz_mg_520,N,N,0,NA,
wbz_mg_521,N,N,0,NA,
wbz_mg_522,N,N,0,NA,
